nombre,run,dv,correo,nombre_usuario,contrasena,telefono_contacto,puntos,codigo_agenda,etiqueta,codigo_reserva,fecha,monto,cantidad_personas,Motivo
"Sra. José Luis Ureña Gamboa",10556149,0,sra.1088@marmol.ceele,srjoluurga,1WLry2luNm,+56-9-1835-1503,775,65445,Aniversario,575084,2025-09-06,480000,10,"Mail Invalido!"
"Joaquín León Colón",22244017,3,joleco@marmol.ceele,Joaquíncolón,ID4mlSRzOS,"+56 9 5744 0530",6758,69564,"Salida con Amigos",575100,2025-07-04,75000,1,"Mail Invalido!"
"Joaquín León Colón",22244017,3,joleco@@marmol.com,Joaquíncolón,ID4mlSRzOS,"+56 9 5744 0530",6758,69564,"Salida con Amigos",575109,2025/09/14,269000,1,"Mail Invalido!"
"María Cristina Alarcón Almanza",7756056,4,,maría3313,,"+56 2 6864 6189",,70221,Aniversario,575110,,,3,"Campo vacio"
"María Cristina Alarcón Almanza",7.756.056,4,MarOAaalmanza@tourket.ceele,maría3313,whXVoH1ul,"+56 2 6864 6189",1555,70221,Aniversario,575111,2025/04/10,525000,3,"Mail Invalido!"
"Susana Alcala Garrido",29538174,4,susana6985@viajesanma.ceele,susana8950,RY2Kwv6Wm,+56-2-7405-6018,452,71941,"Salida con Familia",575120,2025-11-21,214000,1,"Mail Invalido!"
"Joaquín Galván Flórez",,0,,,,"+56 9 9186 5418",,71461,Vacaciones,575136,2025-02-20,1020000,10,"Campo vacio"
"Teodoro Reyna Carrero",22334010,5,teodoro4170@@marmol.com,Teodorocarrero,JCXnuWzIgqZA3c12,"+56 9 4820 2798",5207,64814,Aniversario,575153,2025/04/15,542000,2,"Mail Invalido!"
"Sra. Lucia Valdés de Anda",12738845,,srluvadean@wass.com,srluvadean,z1YVv79jkUIVj,+56-9-5668-9079,1011,,"Salida con Familia",575181,,,,"Campo vacio"
"Alfonso Carrillo Cortés",,8,,,AoJX3IfaIZbC,"+56 2 2152 8214",833,61984,"Salida con Amigos",575182,,-1539000,,"Campo vacio"
"Adriana Arenas Vaca",17239403,5,adarva@marmol.ceele,Adrianavaca,u9cab8ReOPHJ,"+56 2 3225 2810",6875,69818,"Cena de Trabajo",575202,2025-01-07,540000,10,"Mail Invalido!"
"Cristian Villarreal Tamayo",29466503,0,cristian2352@edubus.ceele,Cristiantamayo,Gm1Aj8QOmv,"+56 9 7493 8262",8971,63040,"Salida con Familia",575259,2025-07-02,1800000,6,"Mail Invalido!"
"Rubén Castillo Archuleta",14426048,1,RubOonarchuleta@wass.ceele,rubén5359,jYpsvi8TR04oNiB,+56-9-8530-6098,9930,71974,"Cena de Trabajo",575276,2025-02-22,1070000,10,"Mail Invalido!"
"Rubén Castillo Archuleta",14426048,1,RubOonarchuleta@wass.ceele,rubén5359,jYpsvi8TR04oNiB,"+56 9 8530 6098",9930,71974,"Cena de Trabajo",575277,2025-04-20,-950000,10,"Mail Invalido!"
"Ramona Matías Cardona",20.925.415,8,ramona740@@viajesanma.com,ramaca,t6MyXlhCs9FqEm21,"+56 2 3153 0003",5743,61990,Aniversario,575283,2026-01-18,148000,2,"Mail Invalido!"
"Ramona Matías Cardona",20925415,8,ramona740@viajesanma.com,,t6MyXlhCs9FqEm21,"+56 2 3153 0003",5743,61990,,,2025-06-20,,,"Campo vacio"
,,0,mOInica151@viajesanma.com,,Svm4coAtt9AVoa7,,8107,63711,"Salida con Amigos",,2025-02-28,735000,3,"Campo vacio"
"Mónica Domínquez Ulloa",2381490,0,mOInica151@viajesanma.ceele,Mónicaulloa,Svm4coAtt9AVoa7,"+56 2 2450 3276",8107,63711,"Salida con Amigos",575300,2025-09-08,750000,3,"Mail Invalido!"
"María Elena Córdova Rosario",28556346,1,marOAa2880@@marmol.com,maelcóro,77Mkx8U37Qc0cJ3,+56-9-6234-7871,6129,71266,"Cena de Trabajo",575310,2025/05/19,3350000,10,"Mail Invalido!"
"María Elena Córdova Rosario",28556346,1,marOAa2880@marmol.ceele,maelcóro,77Mkx8U37Qc0cJ3,+56-9-6234-7871,6129,71266,"Cena de Trabajo",575313,2025-03-04,-1980000,10,"Mail Invalido!"
"María Elena Córdova Rosario",28556346,1,,maelcóro,77Mkx8U37Qc0cJ3,,6129,,"Cena de Trabajo",,,-1170000,10,"Campo vacio"
"Yolanda Patiño Gallegos",,9,,,9QiFnLYc,"+56 9 0006 8453",3183,68788,"Salida con Familia",,2025-01-21,812000,,"Campo vacio"
"Yolanda Patiño Gallegos",26762232,9,yolanda1319@@wass.com,yolanda3896,9QiFnLYc,+56-9-0006-8453,3183,68788,"Salida con Familia",575340,2025-04-15,490000,7,"Mail Invalido!"
"Raquel Mascareñas Munguía",27342918,2,RaquelmunguOAa@tourket.com,,2YUZcD5VwkwlgWwb,,229,,"Cena de Trabajo",575353,2025/03/04,,,"Campo vacio"
"Jaime Ayala Núñez",5387910,1,,jaime3222,w3jYdI6Yt,+56-2-7967-9484,,67993,,575378,,900000,,"Campo vacio"
"María Teresa Cedillo Candelaria",5830969,9,marOAa2298@outluc.ceele,maría5601,AjGSfGaxj9,+56-2-7123-9755,7422,67626,Vacaciones,575380,2025-01-04,1089000,9,"Mail Invalido!"
"Miguel Ángel Peres López",24849188,,,miguel2735,6FWhagdDKzF2uKxV,"+56 9 4849 9879",,62512,"Salida con Familia",,2025-01-12,902000,,"Campo vacio"
"Miguel Ángel Peres López",24849188,4,miOenpelOI@marmol.ceele,miguel2735,6FWhagdDKzF2uKxV,"+56 9 4849 9879",3810,62512,"Salida con Familia",575411,2025-02-09,206000,2,"Mail Invalido!"
"Beatriz Bonilla Cano",4022452,1,beboca@marmol.ceele,beatriz2266,pb4QQb923CO,"+56 2 2036 9369",3704,71013,Vacaciones,575418,2025-12-11,516000,6,"Mail Invalido!"
"María del Carmen Delao Camarillo",8.623.443,2,MarOAacamarillo@marmol.ceele,madecadeca,AdY53p4mhQb,"+56 9 7974 4092",4020,66253,Vacaciones,575448,2025-03-01,279000,3,"Mail Invalido!"
"Nicolás Banda Zavala",29714278,0,nicolOes8822@@marmol.com,nibaza,1rEDl3fDhkR,"+56 9 4537 6447",2709,61841,"Cena de Trabajo",575454,2025/06/09,360000,6,"Mail Invalido!"
"Santiago Raya Roldán",14489996,2,santiago1525@@wass.com,sararo,KQTL9r4yc,"+56 2 2012 0841",5402,64339,Aniversario,575498,2025-04-01,660000,6,"Mail Invalido!"
"Cristobal Rivas Guardado",27990272,6,crrigu@edubus.ceele,Cristobalguardado,vIxTjODi7VP6Pa1,"+56 9 7913 5851",998,63734,Vacaciones,575517,2025-08-18,228000,2,"Mail Invalido!"
"Emilio Sisneros Molina",2459689,3,emsimo@marmol.ceele,emsimo,MWErWb7H,"+56 2 6796 6039",6487,62693,"Salida con Amigos",575519,2025-01-04,579000,3,"Mail Invalido!"
,24369988,6,,hedece,AS3klhOwAxr,"+56 9 9824 3064",3679,61439,,575522,,,7,"Campo vacio"
"Sta. Andrea Castro Gutiérrez",1103289,3,stancagu@@edubus.cal,stancagu,IsoQA2f9PLcZpbs,"+56 2 2695 3399",6213,69998,Vacaciones,575527,2025-03-06,-690000,2,"Mail Invalido!"
"Andrés Sosa Trejo",22706262,2,ansotr@@wass.com,andrés1649,IhuNhLFuZGv7,"+56 9 0419 7956",3383,69293,"Cena de Trabajo",575536,2026-01-15,420000,3,"Mail Invalido!"
"Andrés Sosa Trejo",22706262,2,ansotr@@wass.com,andrés1649,IhuNhLFuZGv7,"+56 9 0419 7956",3383,69293,"Cena de Trabajo",575542,2025/10/16,-597000,3,"Mail Invalido!"
"María Cristina Arenas Verdugo",2.084.803,0,macrarve@outluc.ceele,maría3458,0NkHqmYzf,"+56 9 7980 3481",8944,65710,Vacaciones,575545,2026-01-27,-994000,7,"Mail Invalido!"
"Mariana Palomino Ulibarri",1874579,8,mariana8888@@marmol.com,mapaul,oC2RLFwB,"+56 2 4594 3955",2302,64666,Vacaciones,575555,2025-01-07,350000,1,"Mail Invalido!"
"Luz Varela Benavides",22380015,7,luvabe@edubus.ceele,luvabe,kZ8Mp4uZ4,+56-2-1350-1486,2853,69369,"Salida con Amigos",575560,2025-02-21,2792000,8,"Mail Invalido!"
"Esteban Macías Murillo",15.770.379,0,esteban4783@@edubus.cal,esmamu,Z0eB3DLowCbQQaVX,"+56 9 8452 5902",9848,64049,"Salida con Amigos",575578,2025-03-04,-184000,1,"Mail Invalido!"
"Clara Barrera Solís",20652106,6,,clara2342,1yoGUFxBat9,"+56 9 6821 4583",,66581,,,,235000,5,"Campo vacio"
"Cecilia Cazares Viera",10928391,6,Ceciliaviera@@marmol.com,cecavi,tlTXI2oWxOJC,+56-2-8497-0108,581,63203,"Cena de Trabajo",575609,2025/12/01,1620000,10,"Mail Invalido!"
"Salvador Sevilla Burgos",2775821,5,Salvadorburgos@wass.com,,,+56-2-0601-5656,,65029,,575611,2025-12-09,720000,,"Campo vacio"
,26202006,1,,maría5822,,"+56 9 4531 8414",,71719,,575690,2025-02-02,665000,7,"Campo vacio"
"Julia Partida Velázquez",7208947,2,jupave@wass.ceele,julia7156,qSeIZK5Fdigq,+56-2-0697-4605,8407,70591,"Cena de Trabajo",575706,2025-04-26,-1379000,7,"Mail Invalido!"
"Julia Partida Velázquez",7.208.947,2,jupave@wass.ceele,julia7156,qSeIZK5Fdigq,"+56 2 0697 4605",8407,70591,"Cena de Trabajo",575711,2025-10-27,910000,7,"Mail Invalido!"
"Mario Delagarza Castellanos",8656848,9,mario2103@@edubus.cal,madeca,dv36s7F73jb2XJNw,"+56 2 5985 2746",7706,69457,"Cena de Trabajo",575713,2025-05-21,-792000,9,"Mail Invalido!"
"Mario Delagarza Castellanos",8656848,9,mario2103@edubus.ceele,madeca,dv36s7F73jb2XJNw,"+56 2 5985 2746",7706,69457,"Cena de Trabajo",575720,2025-01-25,513000,9,"Mail Invalido!"
"Gabriela Muro Rivera",5590599,1,gabriela3900@@wass.com,gamuri,1RvtldQ0cKzGca,"+56 2 9216 8162",9281,63817,"Salida con Amigos",575731,2025-01-29,1048000,8,"Mail Invalido!"
"Lorena Gallegos Urbina",7.280.840,1,lorena8131@tourket.ceele,Lorenaurbina,pS518MnVu5hYM,+56-2-4575-9912,8166,69011,"Salida con Familia",575744,2025-06-08,1962000,9,"Mail Invalido!"
"Carlota Carbajal Sánchez",2510328,9,CarlotasOenchez@outluc.ceele,carlota7746,mtPJHa7Cy,"+56 9 2352 2408",4371,63345,"Salida con Amigos",575751,2025/01/02,651000,7,"Mail Invalido!"
"Carlota Carbajal Sánchez",,9,CarlotasOenchez@outluc.com,carlota7746,mtPJHa7Cy,,4371,63345,,575761,2025-01-10,,,"Campo vacio"
"Martín Aguayo Mojica",9631571,,MartOAnmojica@viajesanma.com,Martínmojica,,"+56 2 0405 8926",,71907,,,2025/08/16,880000,10,"Campo vacio"
"Mariana Sevilla Barrera",12492121,0,Marianabarrera@outluc.ceele,maseba,WjN4b22Ln7ksW,"+56 2 2717 7462",6480,71977,"Salida con Amigos",575764,2025-01-03,834000,6,"Mail Invalido!"
"Florencia Solorzano Nieto",9716191,7,flsoni@@edubus.cal,Florencianieto,bw4SyPK9McYEC,"+56 9 2899 3501",6235,62600,Vacaciones,575779,2026-03-07,2030000,10,"Mail Invalido!"
"Roberto Delao Lovato",17545422,5,rodelo@@marmol.com,roberto4727,de3KY7eF8sBuR,"+56 9 2808 4782",1422,66557,"Salida con Familia",575784,2025/02/28,1216000,8,"Mail Invalido!"
"Alberto Magaña Benavídez",27301303,2,AlbertobenavOAdez@@marmol.com,alberto5890,GyKQi5OnMV,+56-9-8256-2283,7360,64068,Vacaciones,575786,2025-05-20,1330000,7,"Mail Invalido!"
"Cristian Santillán Almanza",11116815,6,,crsaal,jGgfmgEnt6RMcn,,,,"Cena de Trabajo",575809,2025-02-22,3424000,,"Campo vacio"
"Rosa Delapaz Galván",12642097,8,rodega@edubus.ceele,Rosagalván,9ZOKs3T5K2En,"+56 9 1068 6439",248,66367,Vacaciones,575858,2025-02-21,1083000,3,"Mail Invalido!"
"Jorge Luis Páez Mojica",22651992,0,jorge6664@marmol.com,jolupámo,,+56-2-9277-5755,,69652,,575868,,84000,,"Campo vacio"
"Cristobal Cardona Quintanilla",18334908,2,cristobal7737@viajesanma.ceele,cristobal7740,xAVUmiaZl3q37n,"+56 9 0307 9562",4919,64965,"Salida con Familia",575873,2025-01-06,528000,8,"Mail Invalido!"
"Juan Carlos Montez Tejada",312505,0,juan6158@viajesanma.ceele,jucamote,2oSACCRIQRHU,"+56 9 3381 7290",6988,70175,"Salida con Amigos",575877,2026-06-02,490000,10,"Mail Invalido!"
"Mónica León Olmos",3671440,9,mOInica9449@@edubus.cal,Mónicaolmos,G2Rhih4Qh,+56-2-1180-0239,9637,61927,"Salida con Amigos",575928,2025-01-28,-864000,9,"Mail Invalido!"
"Isabel Tamez Irizarry",14838265,4,istair@wass.ceele,isabel6644,CyipY4bib8,"+56 2 0273 3936",384,66904,"Cena de Trabajo",575954,2025-05-21,444000,3,"Mail Invalido!"
,,7,joojtr@edubus.cal,,c9L0V8B4tlWk,,2597,70499,Vacaciones,575977,,1376000,8,"Campo vacio"
"Victoria Samaniego Espinoza",20826132,0,visaes@@wass.com,victoria230,nJbV1N7imNfR7N,"+56 9 5393 8146",3653,67889,"Salida con Amigos",575978,2025-02-14,-897000,3,"Mail Invalido!"
,685877,,,Patriciocuellar,p4U9xEu2,"+56 2 6234 1785",,63619,"Salida con Amigos",575987,,440000,8,"Campo vacio"
,,,,Raquelcarrero,0aJmuYsD,"+56 2 5749 7473",355,64591,"Salida con Familia",575994,2025-02-01,800000,,"Campo vacio"
"Sra. Sonia Ulibarri Benítez",16185754,8,sra.6894@tourket.com,,dumPZh8UH,,3904,62357,,,2025-03-10,-405000,,"Campo vacio"
"Sofia Covarrubias Chavarría",23.343.187,7,SofiachavarrOAa@@viajesanma.com,Sofiachavarría,rIGY8ysCwMky,"+56 2 0588 6540",910,71476,Aniversario,576010,2025/01/11,815000,5,"Mail Invalido!"
"Eva Delgadillo Rodríguez",28408662,7,eva9769@edubus.ceele,evdero,SpGGRC8XwihHzYe,"+56 9 5704 7312",8591,71474,"Cena de Trabajo",576022,2025-12-10,188000,2,"Mail Invalido!"
"Clara Alva Colunga",18595942,2,Claracolunga@@tourket.com,Claracolunga,mEdWcE5lXH9GZ,"+56 9 4980 3039",9755,68721,"Salida con Familia",576047,2025-02-19,-1320000,10,"Mail Invalido!"
"Sta. Sara Muñoz Arguello",19440951,6,stsamuar@tourket.ceele,stsamuar,mmCHi7SfCmaDdX,"+56 2 6302 0303",2559,68156,"Cena de Trabajo",576049,2025/08/16,441000,3,"Mail Invalido!"
"Ana Corrales Reyna",17936354,2,ancore@viajesanma.ceele,ancore,i2ZrHEpIIHNdmDvp,"+56 9 5982 0312",3121,70134,"Cena de Trabajo",576056,2025-09-08,978000,3,"Mail Invalido!"
"Sra. Lilia Treviño Sauceda",,0,sra.2704@@outluc.com,,3144LNtAh,+56-9-3697-8317,8222,71009,,576074,,,6,"Campo vacio"
"Sr. Ernesto Arreola Pabón",,,sr.1533@viajesanma.com,srerarpa,Z5nPED6nli,"+56 9 5185 3658",,,Vacaciones,,2025-12-14,69000,1,"Campo vacio"
"Eduardo Aranda Santana",16955053,0,eduardo805@tourket.ceele,edarsa,6DteeSxPU87ixNO,,,65314,,,,2992000,8,"Campo vacio"
"Diego Villagómez Valentín",,,diviva@marmol.com,,yMba2PBwhKKb,"+56 9 9061 0799",2761,67987,"Salida con Familia",,,136000,1,"Campo vacio"
"Dorotea Méndez Hernández",14348256,1,DoroteahernOendez@@tourket.com,Doroteahernández,bUU1OWx1dd8k,"+56 9 9926 2062",1764,63165,"Salida con Familia",576150,2025-10-25,565000,5,"Mail Invalido!"
"Dorotea Méndez Hernández",14.348.256,1,DoroteahernOendez@tourket.ceele,Doroteahernández,bUU1OWx1dd8k,+56-9-9926-2062,1764,63165,"Salida con Familia",576155,2025/05/14,-345000,5,"Mail Invalido!"
"Dorotea Méndez Hernández",14348256,1,DoroteahernOendez@tourket.ceele,Doroteahernández,bUU1OWx1dd8k,"+56 9 9926 2062",,,,,,660000,5,"Mail Invalido!"
"Carmen Reséndez Nieto",15211944,5,carmen892@marmol.ceele,carmen5115,1gWA9fYgLeS,"+56 9 3614 3551",5407,62640,Vacaciones,576169,2025-01-14,216000,2,"Mail Invalido!"
"Carmen Reséndez Nieto",15.211.944,5,carmen892@marmol.ceele,carmen5115,1gWA9fYgLeS,"+56 9 3614 3551",5407,62640,Vacaciones,576171,2025-01-20,248000,2,"Mail Invalido!"
"María José Pantoja Miranda",22824378,7,majopami@@wass.com,maría6432,FgeuMuEnCclfR0h,"+56 2 0196 6683",2398,61462,"Cena de Trabajo",576189,2025-11-27,945000,5,"Mail Invalido!"
"Sra. Caridad Mota Díaz",13181179,9,Sra.dOAaz@outluc.ceele,Sra.díaz,QMoxWAmwPHmL1jk,"+56 2 1095 8514",4096,67804,"Salida con Amigos",576198,2025-03-14,1146000,6,"Mail Invalido!"
"Josefina Ramón Figueroa",23.518.281,5,josefina7148@wass.ceele,Josefinafigueroa,yP9qdqxXsLnDC,"+56 2 1476 4363",9726,69944,"Salida con Amigos",576240,2025-01-27,1773000,9,"Mail Invalido!"
"Josefina Ramón Figueroa",23.518.281,5,josefina7148@wass.ceele,Josefinafigueroa,yP9qdqxXsLnDC,+56-2-1476-4363,9726,69944,"Salida con Amigos",576242,2025-01-18,882000,9,"Mail Invalido!"
"Teodoro Reyna Carrero",22334010,5,teodoro4170@marmol.ceele,Teodorocarrero,JCXnuWzIgqZA3c12,"+56 9 4820 2798",5207,65457,"Salida con Amigos",576248,2025-08-09,1380000,4,"Mail Invalido!"
"Santiago Merino Enríquez",5288858,1,sameen@marmol.ceele,sameen,y7DWQqVt,+56-2-9387-2013,6948,65561,"Cena de Trabajo",576291,2025-02-07,595000,5,"Mail Invalido!"
,12036493,,ramOIn1447@tourket.com,,6JOtqQiuK7YI,"+56 2 0921 4669",,70178,"Salida con Familia",576306,2025/05/15,,1,"Campo vacio"
"Sara Rosado Montoya",4180536,6,Saramontoya@wass.ceele,sara191,c8Bn1LevPlJc,"+56 9 4227 8166",5712,63777,"Cena de Trabajo",576316,2025-06-04,581000,7,"Mail Invalido!"
,29.137.220,,RaOUlcasOerez@edubus.cal,Raúlcasárez,Thb3B80nxl5zeTlQ,,,66445,,576330,2025-09-28,-800000,5,"Campo vacio"
"Sta. Alberto Fernández Quiñones",9560009,,stalfequ@wass.com,Sta.quiñones,qJ0K7C638twsQcc,"+56 9 5868 8963",6105,67687,,,2025-03-11,,,"Campo vacio"
"Sta. Alberto Fernández Quiñones",9560009,3,stalfequ@wass.ceele,Sta.quiñones,qJ0K7C638twsQcc,"+56 9 5868 8963",6105,67687,Vacaciones,576347,2025/05/16,386000,2,"Mail Invalido!"
"Luz Montenegro Manzanares",29891964,8,lumoma@marmol.ceele,luz1843,5p7GGs0L7FiYa,"+56 2 9113 1507",8370,66948,"Cena de Trabajo",576388,2025-11-04,768000,8,"Mail Invalido!"
,23000889,2,,victoria1261,ZTl9QBhxrdKBhzw,"+56 2 8728 0781",6315,69398,"Salida con Amigos",,,,5,"Campo vacio"
,,,Victoriaburgos@marmol.com,victoria1261,ZTl9QBhxrdKBhzw,,6315,69398,"Salida con Amigos",576403,,460000,5,"Campo vacio"
"Marilu Matos Nevárez",11.995.671,4,MarilunevOerez@tourket.ceele,Marilunevárez,WOPtxo3x2ybBZ,"+56 9 1162 4849",7862,62244,"Salida con Familia",576410,2025/03/30,1967000,7,"Mail Invalido!"
"Rocio Aranda Cedillo",13471700,9,roarce@wass.ceele,Rociocedillo,9kOCzI8gD,"+56 9 2553 4586",352,65545,"Salida con Amigos",576435,2025/02/15,216000,8,"Mail Invalido!"
"María Roque López",12651881,1,marolOI@outluc.ceele,maroló,Te5JYT72,"+56 2 8005 2978",1093,64985,Vacaciones,576436,2026-04-23,468000,9,"Mail Invalido!"
"María Roque López",12651881,1,marolOI@@outluc.com,maroló,Te5JYT72,"+56 2 8005 2978",1093,64985,Vacaciones,576442,2025-12-11,1674000,9,"Mail Invalido!"
"Norma Samaniego Portillo",,,nosapo@tourket.com,nosapo,,"+56 2 3997 5582",4496,67047,Aniversario,,2026-03-24,,4,"Campo vacio"
"Marco Antonio Arevalo González",26945440,7,maanargo@marmol.ceele,marco6713,hwR31rj5,+56-2-3301-1751,506,65143,Aniversario,576449,2026-04-30,2890000,10,"Mail Invalido!"
"Lilia Orellana Páez",3921103,3,LiliapOeez@viajesanma.ceele,Liliapáez,m5IgHHIY8Z,"+56 2 2920 8760",6842,69234,Aniversario,576454,2025/09/13,256000,2,"Mail Invalido!"
"Mariano Gastélum Maya",14922450,5,magama@viajesanma.ceele,magama,caaNzfWf2lU,"+56 9 2803 1779",4024,69765,Aniversario,576461,2025/03/11,112000,1,"Mail Invalido!"
,22.134.396,4,,Sta.saldaña,,"+56 2 0741 1157",5089,63946,Aniversario,576476,,,7,"Campo vacio"
"Sta. Alberto Barrios Saldaña",22.134.396,4,stalbasa@@marmol.com,Sta.saldaña,XLh7QfgE2mtSYWYr,"+56 2 0741 1157",5089,63946,Aniversario,576482,2025-04-04,385000,7,"Mail Invalido!"
"María Eugenia Armenta Ávila",18.365.446,2,MarOAaOevila@tourket.ceele,maeuaráv,utyyKiascmanI4,"+56 2 5851 4218",9342,67925,"Cena de Trabajo",576507,2026-02-14,222000,1,"Mail Invalido!"
"Inés Haro Longoria",9565673,0,inhalo@viajesanma.ceele,inhalo,O46SNHA2lo615ctA,"+56 9 4208 9671",7963,69281,"Salida con Amigos",576511,2025-02-28,3384000,9,"Mail Invalido!"
"Marco Antonio Cortés Hernandes",6.876.582,0,Marcohernandes@@viajesanma.com,maancohe,8UJOaaiSkQ,"+56 9 6210 7944",9427,67623,Aniversario,576530,2025-09-28,64000,1,"Mail Invalido!"
"Sra. Andrés Menchaca Leiva",5789778,3,sranmele@marmol.com,Sra.leiva,,,9279,,Vacaciones,,2025/01/08,,6,"Campo vacio"
"Sra. Andrés Menchaca Leiva",5789778,3,sranmele@marmol.ceele,Sra.leiva,x3VZ58dgU,"+56 2 3330 5059",9279,63141,Vacaciones,576554,2025-01-05,-1680000,6,"Mail Invalido!"
"Sra. Caridad Saavedra Rocha",2654830,6,srcasaro@marmol.ceele,sra.9092,qmQREcHv5m,"+56 9 5505 9248",5000,66587,Aniversario,576562,2026-02-27,623000,7,"Mail Invalido!"
"Sra. Víctor Alba González",24144579,8,srvOAalgo@@viajesanma.com,sra.8707,HFUlOt1ODf,"+56 2 0723 6722",1931,68002,Aniversario,576571,2025-06-22,188000,1,"Mail Invalido!"
"Mercedes Cerda Jaime",9203605,7,mercedes2750@outluc.ceele,meceja,t3IG8ui4S,"+56 2 0274 1469",4834,61541,Aniversario,576578,2025-08-13,882000,7,"Mail Invalido!"
"Sr. Ester Almonte Corrales",14.481.812,1,Sr.corrales@outluc.ceele,sr.4455,GR8tlIq6op0,"+56 9 3881 7680",9106,65800,"Cena de Trabajo",576586,2025/01/07,2340000,5,"Mail Invalido!"
"Horacio Romero Zavala",,5,Horaciozavala@outluc.com,,,"+56 2 5598 6720",,68660,"Cena de Trabajo",576623,,280000,4,"Campo vacio"
"Emilia Valadez Naranjo",5440878,1,emilia3275@@marmol.com,emilia4327,SJHRyNQ4Y1x,"+56 2 5591 7159",180,66834,Aniversario,576631,2025-02-26,-1224000,9,"Mail Invalido!"
,,8,,bemuva,QCRqUFue4d,+56-9-6030-2850,,71843,,576634,2025-01-09,1220000,10,"Campo vacio"
"Natalia Garay Rosas",,2,,,iK9hcuggiOY84c4,,8105,61803,"Salida con Familia",,2025-02-09,441000,7,"Campo vacio"
"Anita Padrón Ruiz",4990722,2,anita8381@tourket.ceele,Anitaruiz,oRzsTvBAa5iA3d,"+56 2 8435 8502",3663,72024,"Cena de Trabajo",576658,2026-02-11,665000,5,"Mail Invalido!"
"Dolores Alarcón Casárez",26467458,1,dolores1528@@marmol.com,Dolorescasárez,VXDMS112vBLL,"+56 9 3800 3868",8168,69964,"Salida con Amigos",576660,2025/09/03,2096000,8,"Mail Invalido!"
"María Mesa Cervantes",28175977,9,marOAa3224@viajesanma.ceele,Maríacervantes,8vvnK7177c,"+56 2 9457 3964",3287,65137,Aniversario,576675,2025-03-14,294000,6,"Mail Invalido!"
"Sra. Gilberto Yáñez Ponce",27444489,4,Sra.ponce@viajesanma.ceele,srgiyápo,BXzuT5hBko1Zqm,+56-2-1034-8725,5019,64619,Aniversario,576680,2025/09/24,450000,3,"Mail Invalido!"
"Sta. Gabriel Benítez Fernández",2196148,5,sta.5820@viajesanma.ceele,Sta.fernández,spkKXhutBheA24j,"+56 2 5388 3130",1452,71783,"Salida con Amigos",576681,2025-06-25,752000,4,"Mail Invalido!"
"Cristobal Menéndez Delvalle",7744951,5,cristobal6010@edubus.ceele,cristobal4474,SYEZAKaAx9q,"+56 9 4470 5597",6731,68107,Aniversario,576689,2025-02-07,360000,2,"Mail Invalido!"
"Sergio Alicea Córdova",28658356,3,sealcOI@marmol.ceele,sergio656,4UanmYeao4x1Vm,+56-9-3676-1718,7858,69198,"Cena de Trabajo",576716,2025-01-19,864000,4,"Mail Invalido!"
"Florencia Saldaña Mata",4593577,9,Florenciamata@edubus.ceele,flsama,0jHILpc0RnPtUC,"+56 9 5856 0489",460,69509,"Cena de Trabajo",576727,2025-06-07,1260000,10,"Mail Invalido!"
"Gabriela Amaya Mota",14.070.158,0,gabriela2398@viajesanma.ceele,Gabrielamota,wbj79In2,"+56 2 6724 7028",1026,68250,Vacaciones,576738,2026/10/16,3096000,9,"Mail Invalido!"
"Sara Huerta Zayas",4335036,6,sahuza@@edubus.cal,Sarazayas,1X21s4K5sQKwAtj,"+56 9 7442 6512",563,67448,"Salida con Amigos",576752,2025/04/13,650000,5,"Mail Invalido!"
"Sr. Carolina Tafoya Pantoja",18570739,3,Sr.pantoja@@edubus.cal,Sr.pantoja,EFNsvCl1,"+56 2 8913 7292",6269,61544,Vacaciones,576753,2025-08-30,1880000,10,"Mail Invalido!"
"Sta. Jesús Rangel Montaño",16.005.483,2,stjeramo@@outluc.com,stjeramo,Ggf4HRRwa,"+56 2 5079 4438",4067,65852,Vacaciones,576764,2025/07/15,468000,4,"Mail Invalido!"
"Marco Antonio Arevalo González",26945440,7,maanargo@marmol.ceele,marco6713,hwR31rj5,"+56 2 3301 1751",506,64580,"Salida con Amigos",576765,2025-06-11,-174000,1,"Mail Invalido!"
"Elisa Lozada Jaime",20831720,2,Elisajaime@edubus.ceele,elloja,SUNf0vR1y,"+56 9 3278 7784",3362,67065,"Salida con Familia",576785,2025-02-17,-1197000,9,"Mail Invalido!"
,,0,grchro@edubus.cal,Gracielarobles,,"+56 2 5200 6728",4225,68497,,576811,,165000,3,"Campo vacio"
"Elisa Patiño Carrera",,5,,,SNt6Uye0BS3rxgjH,"+56 9 9449 9109",7643,66700,,576828,2025/03/09,-212000,,"Campo vacio"
"Lorena Jaramillo Zaragoza",28438496,2,lojaza@viajesanma.com,lorena8750,,,,64173,"Salida con Amigos",576862,,,10,"Campo vacio"
"Cecilia Guerrero Esquivel",20476454,9,cegues@@tourket.com,Ceciliaesquivel,mSouOT1kQaN1QwSF,"+56 9 4896 6983",7062,61377,"Cena de Trabajo",576875,2025/05/07,1683000,9,"Mail Invalido!"
,,2,,adán5140,OZ4LeT3XOfOmvj0,"+56 2 9133 5951",6859,,"Cena de Trabajo",,2025-01-01,567000,3,"Campo vacio"
,18191194,,lopOega@outluc.ceele,,3thgsaNez,,2102,70842,"Salida con Familia",576933,,1520000,10,"Campo vacio"
